Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06CITY,33,604,Kancheepuram (M),Urban,Less than 20,71,18,27,15,41,1,3,2,0,0,0,0
HH06CITY,33,604,Kancheepuram (M),Urban,20-29,2088,60,112,16,1928,26,48,4,0,12,0,2
HH06CITY,33,604,Kancheepuram (M),Urban,30-39,8951,246,112,20,8442,116,379,40,10,58,8,12
HH06CITY,33,604,Kancheepuram (M),Urban,40-49,11080,415,58,20,9971,181,1016,126,30,78,5,10
HH06CITY,33,604,Kancheepuram (M),Urban,50-59,8664,510,38,30,7343,171,1258,245,23,58,2,6
HH06CITY,33,604,Kancheepuram (M),Urban,60-69,5542,507,28,23,4274,123,1225,322,12,34,3,5
HH06CITY,33,604,Kancheepuram (M),Urban,70-79,2386,391,16,8,1749,64,615,310,6,9,0,0
HH06CITY,33,604,Kancheepuram (M),Urban,80+,653,188,10,3,407,12,231,169,5,4,0,0
HH06CITY,33,604,Kancheepuram (M),Urban,Age Not Stated,9,1,2,0,6,0,1,1,0,0,0,0
HH06CITY,33,605,Vellore (M. Corp),Urban,All Ages,39760,2683,581,262,32846,945,6255,1171,63,281,15,24
HH06CITY,33,605,Vellore (M. Corp),Urban,Less than 20,92,38,45,31,43,4,4,2,0,1,0,0
HH06CITY,33,605,Vellore (M. Corp),Urban,20-29,2179,156,174,33,1936,99,68,7,1,15,0,2
HH06CITY,33,605,Vellore (M. Corp),Urban,30-39,8584,315,125,33,8007,161,435,47,15,69,2,5
HH06CITY,33,605,Vellore (M. Corp),Urban,40-49,10934,556,102,50,9490,258,1317,126,20,112,5,10
HH06CITY,33,605,Vellore (M. Corp),Urban,50-59,9064,533,59,66,7187,185,1797,218,15,58,6,6
HH06CITY,33,605,Vellore (M. Corp),Urban,60-69,5708,562,46,28,4078,163,1577,349,6,21,1,1
HH06CITY,33,605,Vellore (M. Corp),Urban,70-79,2505,366,22,15,1703,59,775,288,4,4,1,0
HH06CITY,33,605,Vellore (M. Corp),Urban,80+,667,152,4,5,382,14,279,132,2,1,0,0
HH06CITY,33,605,Vellore (M. Corp),Urban,Age Not Stated,27,5,4,1,20,2,3,2,0,0,0,0
HH06CITY,33,605,Ambur (M),Urban,All Ages,23517,1403,210,77,20089,578,3171,571,32,151,15,26
HH06CITY,33,605,Ambur (M),Urban,Less than 20,68,20,28,14,36,5,4,1,0,0,0,0
HH06CITY,33,605,Ambur (M),Urban,20-29,1558,51,62,8,1471,31,23,2,2,7,0,3
HH06CITY,33,605,Ambur (M),Urban,30-39,5585,159,42,6,5247,96,284,18,8,30,4,9
HH06CITY,33,605,Ambur (M),Urban,40-49,6883,322,48,16,6043,168,776,77,10,52,6,9
HH06CITY,33,605,Ambur (M),Urban,50-59,5202,350,16,12,4279,145,899,146,3,44,5,3
HH06CITY,33,605,Ambur (M),Urban,60-69,2890,279,11,15,2077,92,794,162,8,8,0,2
HH06CITY,33,605,Ambur (M),Urban,70-79,1050,165,3,5,756,30,290,122,1,8,0,0
HH06CITY,33,605,Ambur (M),Urban,80+,273,57,0,1,173,11,100,43,0,2,0,0
HH06CITY,33,605,Ambur (M),Urban,Age Not Stated,8,0,0,0,7,0,1,0,0,0,0,0
HH06CITY,33,606,Tiruvannamalai (M),Urban,All Ages,31554,1936,333,125,27433,773,3717,802,57,206,14,30
HH06CITY,33,606,Tiruvannamalai (M),Urban,Less than 20,68,29,37,26,29,2,2,0,0,1,0,0
HH06CITY,33,606,Tiruvannamalai (M),Urban,20-29,1591,72,69,13,1474,36,46,6,1,15,1,2
HH06CITY,33,606,Tiruvannamalai (M),Urban,30-39,7392,230,64,14,6952,123,363,31,8,55,5,7
HH06CITY,33,606,Tiruvannamalai (M),Urban,40-49,8929,406,58,21,8020,214,830,98,17,64,4,9
HH06CITY,33,606,Tiruvannamalai (M),Urban,50-59,6888,441,48,27,5851,186,980,178,9,43,0,7
HH06CITY,33,606,Tiruvannamalai (M),Urban,60-69,4421,392,30,13,3465,130,910,227,14,21,2,1
HH06CITY,33,606,Tiruvannamalai (M),Urban,70-79,1754,247,17,10,1299,60,430,168,6,6,2,3
HH06CITY,33,606,Tiruvannamalai (M),Urban,80+,502,118,7,1,338,21,155,94,2,1,0,1
HH06CITY,33,606,Tiruvannamalai (M),Urban,Age Not Stated,9,1,3,0,5,1,1,0,0,0,0,0
HH06CITY,33,608,Salem (M Corp.),Urban,All Ages,203890,11697,2273,631,178303,3962,22520,5409,686,1507,108,188
HH06CITY,33,608,Salem (M Corp.),Urban,Less than 20,350,95,161,82,168,9,20,3,0,1,1,0
HH06CITY,33,608,Salem (M Corp.),Urban,20-29,12104,267,793,48,11133,136,153,28,20,45,5,10
HH06CITY,33,608,Salem (M Corp.),Urban,30-39,45523,1241,578,69,43137,564,1660,198,124,354,24,56
HH06CITY,33,608,Salem (M Corp.),Urban,40-49,57492,2411,352,144,52043,961,4813,629,240,611,44,66
HH06CITY,33,608,Salem (M Corp.),Urban,50-59,44873,2639,198,139,38574,993,5906,1152,169,315,26,40
HH06CITY,33,608,Salem (M Corp.),Urban,60-69,28611,2533,116,96,22657,794,5741,1490,91,143,6,10
HH06CITY,33,608,Salem (M Corp.),Urban,70-79,11883,1764,42,47,8655,390,3154,1290,30,32,2,5
HH06CITY,33,608,Salem (M Corp.),Urban,80+,2953,736,11,6,1869,111,1062,612,11,6,0,1
HH06CITY,33,608,Salem (M Corp.),Urban,Age Not Stated,101,11,22,0,67,4,11,7,1,0,0,0
HH06CITY,33,610,Erode (M.Corp),Urban,All Ages,40652,2426,526,143,35071,809,4914,984,121,440,20,50
HH06CITY,33,610,Erode (M.Corp),Urban,Less than 20,54,17,23,14,30,1,1,2,0,0,0,0
HH06CITY,33,610,Erode (M.Corp),Urban,20-29,2185,51,156,16,1994,16,32,2,1,16,2,1
HH06CITY,33,610,Erode (M.Corp),Urban,30-39,8797,288,141,20,8291,119,337,28,21,106,7,15
HH06CITY,33,610,Erode (M.Corp),Urban,40-49,11209,490,82,23,10156,218,929,98,38,138,4,13
HH06CITY,33,610,Erode (M.Corp),Urban,50-59,9537,554,71,37,8153,193,1268,205,38,106,7,13
HH06CITY,33,610,Erode (M.Corp),Urban,60-69,5739,527,30,22,4366,162,1325,286,18,52,0,5
HH06CITY,33,610,Erode (M.Corp),Urban,70-79,2451,352,11,9,1697,77,739,244,4,20,0,2
HH06CITY,33,610,Erode (M.Corp),Urban,80+,657,144,9,2,368,21,279,118,1,2,0,1
HH06CITY,33,610,Erode (M.Corp),Urban,Age Not Stated,23,3,3,0,16,2,4,1,0,0,0,0
HH06CITY,33,612,Dindigul (M),Urban,All Ages,50617,2877,405,290,43941,826,6113,1411,138,313,20,37
HH06CITY,33,612,Dindigul (M),Urban,Less than 20,67,23,14,13,48,6,5,2,0,2,0,0
HH06CITY,33,612,Dindigul (M),Urban,20-29,2539,57,77,12,2412,27,45,5,4,12,1,1
HH06CITY,33,612,Dindigul (M),Urban,30-39,11383,290,97,30,10819,144,435,43,26,64,6,9
HH06CITY,33,612,Dindigul (M),Urban,40-49,14597,524,95,58,13237,186,1212,152,47,111,6,17
HH06CITY,33,612,Dindigul (M),Urban,50-59,10941,638,60,71,9256,207,1594,275,26,81,5,4
HH06CITY,33,612,Dindigul (M),Urban,60-69,7252,673,38,63,5439,164,1752,416,22,25,1,5
HH06CITY,33,612,Dindigul (M),Urban,70-79,3029,456,20,34,2207,73,795,334,6,15,1,0
HH06CITY,33,612,Dindigul (M),Urban,80+,788,213,1,9,510,19,270,181,7,3,0,1
HH06CITY,33,612,Dindigul (M),Urban,Age Not Stated,21,3,3,0,13,0,5,3,0,0,0,0
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,All Ages,200622,13255,2529,1038,172441,5178,25047,5434,501,1415,104,190
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,Less than 20,315,122,137,98,164,17,13,6,1,1,0,0
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,20-29,9359,445,631,95,8568,252,147,35,13,57,0,6
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,30-39,40103,1626,600,102,37743,985,1668,179,76,303,16,57
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,40-49,55940,2700,475,186,50338,1353,4922,575,169,517,36,69
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,50-59,47819,2902,356,235,40398,1237,6915,1061,116,333,34,36
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,60-69,30359,2694,209,190,23452,812,6609,1539,78,140,11,13
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,70-79,13054,1891,84,109,9392,393,3535,1334,38,48,5,7
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,80+,3568,860,15,19,2321,124,1220,699,10,16,2,2
HH06CITY,33,614,Tiruchirappalli (M Corp.),Urban,Age Not Stated,105,15,22,4,65,5,18,6,0,0,0,0
HH06CITY,33,617,Cuddalore (M),Urban,All Ages,39625,2360,363,131,34157,979,5027,956,68,268,10,26
HH06CITY,33,617,Cuddalore (M),Urban,Less than 20,86,31,29,28,54,2,3,1,0,0,0,0
HH06CITY,33,617,Cuddalore (M),Urban,20-29,1960,94,87,10,1820,57,49,12,4,14,0,1
HH06CITY,33,617,Cuddalore (M),Urban,30-39,8974,334,84,13,8389,195,490,49,9,70,2,7
HH06CITY,33,617,Cuddalore (M),Urban,40-49,12032,512,65,20,10696,256,1245,128,19,100,7,8
HH06CITY,33,617,Cuddalore (M),Urban,50-59,8689,490,43,21,7309,213,1316,196,20,58,1,2
HH06CITY,33,617,Cuddalore (M),Urban,60-69,5141,452,33,21,3943,166,1153,237,12,23,0,5
HH06CITY,33,617,Cuddalore (M),Urban,70-79,2152,310,10,15,1533,69,606,221,3,2,0,3
HH06CITY,33,617,Cuddalore (M),Urban,80+,552,129,10,2,383,16,158,110,1,1,0,0
HH06CITY,33,617,Cuddalore (M),Urban,Age Not Stated,39,8,2,1,30,5,7,2,0,0,0,0
HH06CITY,33,617,Neyveli (TS) (CT),Urban,All Ages,24945,831,239,50,23310,343,1332,322,42,92,22,24
HH06CITY,33,617,Neyveli (TS) (CT),Urban,Less than 20,22,7,5,6,16,0,1,1,0,0,0,0
HH06CITY,33,617,Neyveli (TS) (CT),Urban,20-29,661,28,76,8,569,14,16,2,0,4,0,0
HH06CITY,33,617,Neyveli (TS) (CT),Urban,30-39,3880,122,70,5,3642,68,158,17,7,23,3,9
HH06CITY,33,617,Neyveli (TS) (CT),Urban,40-49,11056,273,64,14,10569,142,388,69,20,37,15,11
HH06CITY,33,617,Neyveli (TS) (CT),Urban,50-59,7910,244,19,13,7429,85,449,122,9,21,4,3
HH06CITY,33,617,Neyveli (TS) (CT),Urban,60-69,929,86,2,3,716,24,207,52,4,6,0,1
HH06CITY,33,617,Neyveli (TS) (CT),Urban,70-79,419,52,1,1,316,8,100,42,2,1,0,0
HH06CITY,33,617,Neyveli (TS) (CT),Urban,80+,65,18,1,0,51,2,13,16,0,0,0,0
HH06CITY,33,617,Neyveli (TS) (CT),Urban,Age Not Stated,3,1,1,0,2,0,0,1,0,0,0,0
HH06CITY,33,618,Nagapattinam (M),Urban,All Ages,22542,2061,235,123,18424,1092,3812,642,57,162,14,42
HH06CITY,33,618,Nagapattinam (M),Urban,Less than 20,60,29,34,26,22,2,4,1,0,0,0,0
HH06CITY,33,618,Nagapattinam (M),Urban,20-29,1318,114,70,22,1204,79,40,2,3,9,1,2
HH06CITY,33,618,Nagapattinam (M),Urban,30-39,4936,404,47,12,4553,302,326,27,8,46,2,17
HH06CITY,33,618,Nagapattinam (M),Urban,40-49,6464,471,37,24,5637,310,763,65,21,59,6,13
HH06CITY,33,618,Nagapattinam (M),Urban,50-59,4868,389,17,19,3798,194,1038,142,14,26,1,8
HH06CITY,33,618,Nagapattinam (M),Urban,60-69,3141,362,18,10,2088,155,1023,177,9,18,3,2
HH06CITY,33,618,Nagapattinam (M),Urban,70-79,1365,184,9,8,896,36,457,137,2,3,1,0
HH06CITY,33,618,Nagapattinam (M),Urban,80+,386,108,3,2,223,14,160,91,0,1,0,0
HH06CITY,33,618,Nagapattinam (M),Urban,Age Not Stated,4,0,0,0,3,0,1,0,0,0,0,0
HH06CITY,33,620,Kumbakonam (M),Urban,All Ages,32859,2524,427,150,27836,1147,4496,958,83,236,17,33
HH06CITY,33,620,Kumbakonam (M),Urban,Less than 20,63,18,45,16,16,1,2,1,0,0,0,0
HH06CITY,33,620,Kumbakonam (M),Urban,20-29,1066,117,108,13,935,91,20,3,3,9,0,1
HH06CITY,33,620,Kumbakonam (M),Urban,30-39,5751,441,77,13,5404,345,253,19,11,49,6,15
HH06CITY,33,620,Kumbakonam (M),Urban,40-49,9517,547,76,29,8591,321,823,100,23,87,4,10
HH06CITY,33,620,Kumbakonam (M),Urban,50-59,8161,459,60,25,6827,195,1248,177,22,58,4,4
HH06CITY,33,620,Kumbakonam (M),Urban,60-69,5169,401,32,34,3893,126,1224,218,18,21,2,2
HH06CITY,33,620,Kumbakonam (M),Urban,70-79,2475,367,17,16,1758,56,694,286,5,9,1,0
HH06CITY,33,620,Kumbakonam (M),Urban,80+,642,171,10,3,400,12,231,153,1,2,0,1
HH06CITY,33,620,Kumbakonam (M),Urban,Age Not Stated,15,3,2,1,12,0,1,1,0,1,0,0
HH06CITY,33,620,Thanjavur (M),Urban,All Ages,52819,3892,540,278,44725,1607,7442,1552,95,411,17,44
HH06CITY,33,620,Thanjavur (M),Urban,Less than 20,77,31,42,28,30,2,5,1,0,0,0,0
HH06CITY,33,620,Thanjavur (M),Urban,20-29,1751,130,109,30,1592,83,47,2,3,14,0,1
HH06CITY,33,620,Thanjavur (M),Urban,30-39,9511,563,130,26,8881,375,484,51,12,95,4,16
HH06CITY,33,620,Thanjavur (M),Urban,40-49,15379,825,99,45,13727,466,1515,161,31,138,7,15
HH06CITY,33,620,Thanjavur (M),Urban,50-59,13121,819,84,69,10953,345,2056,290,23,108,5,7
HH06CITY,33,620,Thanjavur (M),Urban,60-69,8296,749,43,57,6245,210,1990,434,17,44,1,4
HH06CITY,33,620,Thanjavur (M),Urban,70-79,3756,547,23,18,2663,102,1061,415,9,11,0,1
HH06CITY,33,620,Thanjavur (M),Urban,80+,901,228,5,5,617,24,279,198,0,1,0,0
HH06CITY,33,620,Thanjavur (M),Urban,Age Not Stated,27,0,5,0,17,0,5,0,0,0,0,0
HH06CITY,33,621,Pudukkottai (M),Urban,All Ages,26892,1902,227,113,23372,804,3239,718,38,228,16,39
HH06CITY,33,621,Pudukkottai (M),Urban,Less than 20,54,21,23,17,27,2,4,2,0,0,0,0
HH06CITY,33,621,Pudukkottai (M),Urban,20-29,850,59,50,9,782,39,17,3,1,7,0,1
HH06CITY,33,621,Pudukkottai (M),Urban,30-39,5634,278,55,16,5316,169,251,28,9,54,3,11
HH06CITY,33,621,Pudukkottai (M),Urban,40-49,8301,408,42,25,7565,226,676,66,10,77,8,14
HH06CITY,33,621,Pudukkottai (M),Urban,50-59,6101,389,27,26,5202,172,858,132,10,52,4,7
HH06CITY,33,621,Pudukkottai (M),Urban,60-69,3817,371,13,17,2961,125,839,197,3,28,1,4
HH06CITY,33,621,Pudukkottai (M),Urban,70-79,1672,265,7,2,1220,55,441,198,4,9,0,1
HH06CITY,33,621,Pudukkottai (M),Urban,80+,445,111,6,1,287,16,152,92,0,1,0,1
HH06CITY,33,621,Pudukkottai (M),Urban,Age Not Stated,18,0,4,0,12,0,1,0,1,0,0,0
HH06CITY,33,622,Karaikkudi (M),Urban,All Ages,25270,2215,158,68,22246,1250,2783,623,63,222,20,52
HH06CITY,33,622,Karaikkudi (M),Urban,Less than 20,38,15,19,12,19,3,0,0,0,0,0,0
HH06CITY,33,622,Karaikkudi (M),Urban,20-29,930,156,30,7,881,132,18,6,1,7,0,4
HH06CITY,33,622,Karaikkudi (M),Urban,30-39,5406,401,31,7,5136,321,230,21,7,39,2,13
HH06CITY,33,622,Karaikkudi (M),Urban,40-49,7639,529,27,12,7031,363,557,55,15,83,9,16
HH06CITY,33,622,Karaikkudi (M),Urban,50-59,5708,399,25,12,4937,210,721,99,17,64,8,14
HH06CITY,33,622,Karaikkudi (M),Urban,60-69,3672,365,13,12,2888,136,758,194,12,20,1,3
HH06CITY,33,622,Karaikkudi (M),Urban,70-79,1505,247,4,3,1118,68,372,165,11,9,0,2
HH06CITY,33,622,Karaikkudi (M),Urban,80+,343,100,5,3,216,14,122,83,0,0,0,0
HH06CITY,33,622,Karaikkudi (M),Urban,Age Not Stated,29,3,4,0,20,3,5,0,0,0,0,0
HH06CITY,33,623,Madurai (M Corp.),Urban,All Ages,251549,14561,2273,761,222067,5869,26600,6232,473,1458,136,241
HH06CITY,33,623,Madurai (M Corp.),Urban,Less than 20,430,124,164,103,249,15,17,4,0,2,0,0
HH06CITY,33,623,Madurai (M Corp.),Urban,20-29,13960,426,662,74,13040,262,238,32,16,50,4,8
HH06CITY,33,623,Madurai (M Corp.),Urban,30-39,59057,1586,543,85,56475,871,1923,243,88,315,28,72
HH06CITY,33,623,Madurai (M Corp.),Urban,40-49,71876,2868,356,131,65916,1429,5406,715,146,495,52,98
HH06CITY,33,623,Madurai (M Corp.),Urban,50-59,54631,3246,289,182,47059,1396,7135,1258,108,368,40,42
HH06CITY,33,623,Madurai (M Corp.),Urban,60-69,34168,3255,141,113,26743,1208,7192,1751,83,168,9,15
HH06CITY,33,623,Madurai (M Corp.),Urban,70-79,14026,2115,67,51,10297,534,3635,1477,25,49,2,4
HH06CITY,33,623,Madurai (M Corp.),Urban,80+,3276,919,27,14,2201,145,1041,748,7,10,0,2
HH06CITY,33,623,Madurai (M Corp.),Urban,Age Not Stated,125,22,24,8,87,9,13,4,0,1,1,0
HH06CITY,33,625,Rajapalayam (M),Urban,All Ages,35702,2080,197,89,30437,666,4970,1078,82,213,16,34
HH06CITY,33,625,Rajapalayam (M),Urban,Less than 20,58,8,15,4,43,3,0,1,0,0,0,0
HH06CITY,33,625,Rajapalayam (M),Urban,20-29,1847,59,44,8,1764,39,38,2,1,9,0,1
HH06CITY,33,625,Rajapalayam (M),Urban,30-39,7408,245,46,13,7056,124,285,41,18,53,3,14
HH06CITY,33,625,Rajapalayam (M),Urban,40-49,10002,362,39,20,9096,151,831,103,29,75,7,13
HH06CITY,33,625,Rajapalayam (M),Urban,50-59,7834,399,27,21,6562,142,1222,192,20,42,3,2
HH06CITY,33,625,Rajapalayam (M),Urban,60-69,5537,499,19,17,4006,133,1501,323,10,22,1,4
HH06CITY,33,625,Rajapalayam (M),Urban,70-79,2335,351,3,4,1535,61,793,275,2,11,2,0
HH06CITY,33,625,Rajapalayam (M),Urban,80+,665,155,2,0,362,13,299,141,2,1,0,0
HH06CITY,33,625,Rajapalayam (M),Urban,Age Not Stated,16,2,2,2,13,0,1,0,0,0,0,0
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,All Ages,57699,2966,374,182,50614,996,6589,1353,100,381,22,54
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,Less than 20,58,17,22,15,33,1,3,1,0,0,0,0
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,20-29,2803,66,122,19,2646,26,32,8,3,11,0,2
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,30-39,13384,284,78,18,12936,119,353,57,11,75,6,15
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,40-49,16114,541,63,28,14860,239,1154,118,31,136,6,20
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,50-59,12893,709,36,45,11035,269,1783,287,31,97,8,11
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,60-69,8199,667,29,36,6250,201,1902,382,16,43,2,5
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,70-79,3423,486,14,11,2339,107,1065,352,5,15,0,1
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,80+,796,196,7,10,491,34,295,148,3,4,0,0
HH06CITY,33,627,Thoothukkudi (M Corp.),Urban,Age Not Stated,29,0,3,0,24,0,2,0,0,0,0,0
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,All Ages,112401,7481,757,350,96758,3204,14661,3074,178,718,47,135
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,Less than 20,194,103,103,81,77,17,14,2,0,2,0,1
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,20-29,4432,249,201,47,4145,159,71,17,11,24,4,2
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,30-39,22553,827,148,32,21605,577,770,68,25,124,5,26
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,40-49,30830,1394,112,49,28348,826,2309,234,44,233,17,52
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,50-59,25918,1536,89,61,21969,701,3800,532,48,203,12,39
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,60-69,18066,1625,59,56,13712,561,4259,903,30,93,6,12
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,70-79,8324,1179,29,17,5636,267,2641,863,16,29,2,3
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,80+,2032,557,6,4,1232,90,789,453,4,10,1,0
HH06CITY,33,628,Tirunelveli (M Corp.),Urban,Age Not Stated,52,11,10,3,34,6,8,2,0,0,0,0
HH06CITY,33,629,Nagercoil (M),Urban,All Ages,55271,4509,501,213,47565,2226,7038,1509,131,509,36,52
HH06CITY,33,629,Nagercoil (M),Urban,Less than 20,79,19,31,11,44,5,3,2,0,1,1,0
HH06CITY,33,629,Nagercoil (M),Urban,20-29,1478,132,166,9,1275,112,36,2,1,7,0,2
HH06CITY,33,629,Nagercoil (M),Urban,30-39,9686,679,112,17,9255,536,296,27,20,85,3,14
HH06CITY,33,629,Nagercoil (M),Urban,40-49,15281,1006,55,36,14079,659,1088,109,42,183,17,19
HH06CITY,33,629,Nagercoil (M),Urban,50-59,13372,861,75,61,11346,397,1909,255,33,136,9,12
HH06CITY,33,629,Nagercoil (M),Urban,60-69,9634,873,33,55,7470,312,2100,428,25,74,6,4
HH06CITY,33,629,Nagercoil (M),Urban,70-79,4540,630,22,20,3314,161,1196,431,8,17,0,1
HH06CITY,33,629,Nagercoil (M),Urban,80+,1185,307,6,4,768,43,409,255,2,5,0,0
HH06CITY,33,629,Nagercoil (M),Urban,Age Not Stated,16,2,1,0,14,1,1,0,0,1,0,0
HH06CITY,33,631,Hosur (M),Urban,All Ages,27790,1414,597,67,25500,826,1626,367,48,140,19,14
HH06CITY,33,631,Hosur (M),Urban,Less than 20,91,21,41,17,47,3,3,0,0,1,0,0
HH06CITY,33,631,Hosur (M),Urban,20-29,2652,90,364,14,2249,60,36,6,1,8,2,2
HH06CITY,33,631,Hosur (M),Urban,30-39,8806,265,129,10,8433,178,228,20,12,49,4,8
HH06CITY,33,631,Hosur (M),Urban,40-49,8130,377,30,10,7628,259,445,56,21,48,6,4
HH06CITY,33,631,Hosur (M),Urban,50-59,5067,306,18,13,4604,181,431,94,8,18,6,0
HH06CITY,33,631,Hosur (M),Urban,60-69,2152,202,14,2,1829,101,305,90,3,9,1,0
HH06CITY,33,631,Hosur (M),Urban,70-79,715,111,1,0,575,33,136,73,3,5,0,0
HH06CITY,33,631,Hosur (M),Urban,80+,172,40,0,0,130,11,42,27,0,2,0,0
HH06CITY,33,631,Hosur (M),Urban,Age Not Stated,5,2,0,1,5,0,0,1,0,0,0,0
HH06CITY,33,632,Coimbatore (M Corp.),Urban,All Ages,267092,14940,3998,924,235373,5707,26991,6362,607,1716,123,231
HH06CITY,33,632,Coimbatore (M Corp.),Urban,Less than 20,419,89,167,72,236,11,16,5,0,1,0,0
HH06CITY,33,632,Coimbatore (M Corp.),Urban,20-29,15816,410,1624,121,14002,214,172,17,14,53,4,5
HH06CITY,33,632,Coimbatore (M Corp.),Urban,30-39,61835,1543,949,114,59168,746,1596,220,89,401,33,62
HH06CITY,33,632,Coimbatore (M Corp.),Urban,40-49,74898,3098,513,154,68838,1450,5302,759,199,640,46,95
HH06CITY,33,632,Coimbatore (M Corp.),Urban,50-59,58615,3458,390,218,50657,1459,7365,1365,176,377,27,39
HH06CITY,33,632,Coimbatore (M Corp.),Urban,60-69,35655,3247,201,152,28258,1127,7089,1767,98,181,9,20
HH06CITY,33,632,Coimbatore (M Corp.),Urban,70-79,15472,2053,75,67,11386,507,3988,1421,21,49,2,9
HH06CITY,33,632,Coimbatore (M Corp.),Urban,80+,4192,1017,32,21,2707,182,1441,800,10,13,2,1
HH06CITY,33,632,Coimbatore (M Corp.),Urban,Age Not Stated,190,25,47,5,121,11,22,8,0,1,0,0
HH06CITY,33,632,Kurichi (M),Urban,All Ages,30953,1812,307,94,27238,720,3303,710,94,255,11,33
HH06CITY,33,632,Kurichi (M),Urban,Less than 20,61,16,28,14,32,1,1,1,0,0,0,0
HH06CITY,33,632,Kurichi (M),Urban,20-29,2092,42,94,4,1974,26,22,2,2,10,0,0
HH06CITY,33,632,Kurichi (M),Urban,30-39,7266,201,71,10,6932,100,245,31,14,54,4,6
HH06CITY,33,632,Kurichi (M),Urban,40-49,8446,380,53,15,7684,181,676,82,31,89,2,13
HH06CITY,33,632,Kurichi (M),Urban,50-59,6903,451,37,23,5847,198,987,159,30,64,2,7
HH06CITY,33,632,Kurichi (M),Urban,60-69,4125,397,11,17,3271,135,828,214,13,26,2,5
HH06CITY,33,632,Kurichi (M),Urban,70-79,1635,213,8,10,1231,56,392,136,3,10,1,1
HH06CITY,33,632,Kurichi (M),Urban,80+,416,110,4,0,260,23,151,84,1,2,0,1
HH06CITY,33,632,Kurichi (M),Urban,Age Not Stated,9,2,1,1,7,0,1,1,0,0,0,0
HH06CITY,33,633,Tiruppur (M.Corp),Urban,All Ages,118035,6086,3179,566,104336,2361,10208,2134,261,931,51,94
HH06CITY,33,633,Tiruppur (M.Corp),Urban,Less than 20,388,103,204,84,175,13,8,3,1,3,0,0
HH06CITY,33,633,Tiruppur (M.Corp),Urban,20-29,13635,618,2066,317,11446,203,104,31,18,60,1,7
HH06CITY,33,633,Tiruppur (M.Corp),Urban,30-39,33801,948,629,72,32040,437,1040,105,72,303,20,31
HH06CITY,33,633,Tiruppur (M.Corp),Urban,40-49,32024,1423,161,49,29158,694,2598,345,83,298,24,37
HH06CITY,33,633,Tiruppur (M.Corp),Urban,50-59,21587,1252,58,28,18678,533,2805,503,41,176,5,12
HH06CITY,33,633,Tiruppur (M.Corp),Urban,60-69,11457,968,32,9,9160,313,2233,576,31,63,1,7
HH06CITY,33,633,Tiruppur (M.Corp),Urban,70-79,4159,562,14,6,3057,130,1075,406,13,20,0,0
HH06CITY,33,633,Tiruppur (M.Corp),Urban,80+,950,211,6,1,599,38,343,164,2,8,0,0
HH06CITY,33,633,Tiruppur (M.Corp),Urban,Age Not Stated,34,1,9,0,23,0,2,1,0,0,0,0
HH06,33,611,The Nilgiris,Urban,All Ages,104973,9143,1368,1078,86230,3704,16977,2651,332,1489,66,221
HH06,33,611,The Nilgiris,Urban,Less than 20,192,58,89,41,90,12,12,1,1,3,0,1
HH06,33,611,The Nilgiris,Urban,20-29,4003,313,363,36,3514,189,119,13,5,63,2,12
HH06,33,611,The Nilgiris,Urban,30-39,21263,1356,307,97,19789,728,1085,97,66,371,16,63
HH06,33,611,The Nilgiris,Urban,40-49,30492,2028,232,221,26876,896,3250,294,114,545,20,72
HH06,33,611,The Nilgiris,Urban,50-59,25902,2212,196,368,20761,872,4843,573,81,350,21,49
HH06,33,611,The Nilgiris,Urban,60-69,16107,1869,118,225,11063,673,4878,838,43,117,5,16
